Полный адрес,Адрес ТП,Источник теплоснабжения,Балансодержатель,UNOM,ЦТП,Вид ТП,№ ОДС,geoData,geodata_center,id_administration,id_Municipal,ID ODS
"город Москва, Лухмановская улица, дом 30","Лухмановская ул., д.34, стр.1",РТС Перово,ПАО «МОЭК»,240125.0,04-10-096,ЦТП,ОДС №136-Косино-Ухтомский,"{coordinates=[[[37.908435519, 55.722450316], [37.908513809, 55.722449724], [37.908514015, 55.722465533], [37.908610752, 55.722464508], [37.908610221, 55.722448524], [37.908689734, 55.722447852], [37.908688831, 55.722418223], [37.908710256, 55.722418014], [37.908709228, 55.722384477], [37.908733399, 55.72238424], [37.9087322, 55.722345384], [37.90876165, 55.722345094], [37.908759877, 55.722287949], [37.90872818, 55.722288263], [37.908726946, 55.722248652], [37.908709632, 55.722248824], [37.908708551, 55.722214368], [37.908680888, 55.722214645], [37.908679929, 55.722184243], [37.908604299, 55.722185004], [37.908603782, 55.722168657], [37.908503719, 55.722169669], [37.908504245, 55.722186206], [37.908421836, 55.722187129], [37.908422992, 55.722217121], [37.908398171, 55.722217384], [37.908399438, 55.722255459], [37.908379709, 55.722255669], [37.908381408, 55.722287631], [37.908357235, 55.722288246], [37.908360081, 55.722354692], [37.908387458, 55.722354762], [37.908388511, 55.722386372], [37.908409511, 55.722386149], [37.908410706, 55.72242207], [37.908434571, 55.722421557], [37.908435519, 55.722450316]]], type=Polygon}","{coordinates=[37.908559611, 55.722316679], type=Point}",1.0,13.0,143494914.0
"город Москва, Лухмановская улица, дом 34","Лухмановская ул., д.30, стр.1",РТС Перово,ПАО «МОЭК»,240114.0,04-10-095,ЦТП,ОДС №136-Косино-Ухтомский,"{coordinates=[[[37.906468579, 55.721874637], [37.906486097, 55.721904062], [37.906453825, 55.721910184], [37.906473342, 55.721942954], [37.906400493, 55.721956777], [37.906432741, 55.722010909], [37.906511903, 55.721995883], [37.906530841, 55.722027663], [37.906563928, 55.72202138], [37.906616936, 55.722110304], [37.90658665, 55.722116055], [37.906604942, 55.72214673], [37.906534057, 55.722160197], [37.906567252, 55.722215849], [37.906644061, 55.722201252], [37.906662229, 55.722231702], [37.906693992, 55.722225665], [37.906730436, 55.72229108], [37.906783741, 55.722334289], [37.906757072, 55.722344771], [37.906793759, 55.722374502], [37.906731967, 55.722398792], [37.906789286, 55.722445236], [37.906858504, 55.722418021], [37.906895, 55.722447586], [37.906925018, 55.722435781], [37.907015621, 55.722509165], [37.906988533, 55.722519819], [37.907024196, 55.722548699], [37.906962125, 55.722573119], [37.907021726, 55.722621374], [37.907090645, 55.722594254], [37.90712465, 55.72262178], [37.907156451, 55.722609264], [37.907227226, 55.72266687], [37.907300695, 55.722700794], [37.907275538, 55.722718151], [37.90732245, 55.722739807], [37.907274742, 55.72277273], [37.907351614, 55.722808212], [37.907405171, 55.722771247], [37.907455473, 55.722794461], [37.90747824, 55.722778744], [37.907599858, 55.722834858], [37.907578954, 55.722849291], [37.907627451, 55.722871663], [37.907577124, 55.722906419], [37.907652341, 55.722941111], [37.907705941, 55.722904088], [37.907755172, 55.72292679], [37.907775834, 55.722912515], [37.907872609, 55.722959012], [37.907947407, 55.722974318], [37.907933174, 55.72299424], [37.907990499, 55.723007283], [37.907961553, 55.723047814], [37.90805848, 55.723069861], [37.908090863, 55.723024506], [37.908148679, 55.723037654], [37.908160339, 55.723021316], [37.908305828, 55.723054393], [37.908291262, 55.723074806], [37.908344704, 55.723086952], [37.908314215, 55.723129688], [37.908403871, 55.72315006], [37.908434857, 55.723106616], [37.90849207, 55.723119612], [37.90850301, 55.723104269], [37.908619449, 55.723131212], [37.908701008, 55.723136114], [37.908697384, 55.723155322], [37.908757322, 55.723158921], [37.908748569, 55.723205373], [37.908853492, 55.72321167], [37.908862298, 55.723164894], [37.908920002, 55.723168353], [37.90892336, 55.723150503], [37.909085424, 55.72316021], [37.909081833, 55.723179316], [37.909142791, 55.723182964], [37.909134722, 55.723225934], [37.909231333, 55.72323171], [37.90923956, 55.723187859], [37.909298933, 55.723191405], [37.909302566, 55.723172028], [37.909424305, 55.723180509], [37.909511836, 55.7231716], [37.90951759, 55.723189601], [37.909579632, 55.723183283], [37.909593954, 55.723228075], [37.909693891, 55.723217893], [37.90968016, 55.723174975], [37.909741144, 55.723168758], [37.90973481, 55.723148971], [37.909890029, 55.723133139], [37.909895906, 55.723151485], [37.909951826, 55.723145778], [37.909966088, 55.723190283], [37.910068203, 55.723179857], [37.910053814, 55.723134979], [37.910118842, 55.723128335], [37.910112888, 55.723109778], [37.910216268, 55.723099211], [37.910185781, 55.723004225], [37.910131669, 55.72300976], [37.910127611, 55.722997122], [37.909848293, 55.723025703], [37.909852279, 55.723038109], [37.909754391, 55.723048129], [37.909750613, 55.723036377], [37.909479215, 55.723064176], [37.909483465, 55.723077391], [37.909431074, 55.723081757], [37.909375914, 55.723078487], [37.909377917, 55.723066136], [37.909097344, 55.723050352], [37.909094997, 55.723063651], [37.908991321, 55.723057824], [37.908993461, 55.723045697], [37.908718926, 55.723030281], [37.908716991, 55.723041271], [37.908667089, 55.723037999], [37.908612706, 55.723026285], [37.908619904, 55.723015475], [37.908365084, 55.722956197], [37.908355317, 55.722969572], [37.908266395, 55.722948891], [37.908276761, 55.722934692], [37.908018488, 55.722874641], [37.908008798, 55.722887918], [37.907961232, 55.722876572], [37.907919633, 55.722857513], [37.907933699, 55.722848878], [37.907713889, 55.722749618], [37.907699868, 55.72275951], [37.907620057, 55.722723476], [37.907634755, 55.722713104], [37.907411828, 55.722612473], [37.907396863, 55.722623034], [37.90735879, 55.722604811], [37.907330142, 55.72258216], [37.907344432, 55.722575793], [37.907177783, 55.722447469], [37.907158591, 55.722455409], [37.907095144, 55.722406562], [37.907111647, 55.722399733], [37.906944319, 55.722270935], [37.906926333, 55.722278379], [37.906894612, 55.722253028], [37.90687763, 55.722223978], [37.906893653, 55.722220857], [37.906797313, 55.72206993], [37.906773391, 55.722074794], [37.906738005, 55.722019375], [37.906761016, 55.722014695], [37.906665761, 55.721865551], [37.906642966, 55.72187019], [37.906626656, 55.721844661], [37.906468579, 55.721874637]]], type=Polygon}","{coordinates=[37.907148429, 55.722534259], type=Point}",1.0,13.0,143494914.0
"город Москва, Лухмановская улица, дом 33","Лухмановская ул., д.33, стр.2",РТС Перово,ПАО «МОЭК»,240119.0,04-10-098,ЦТП,ОДС №136-Косино-Ухтомский,"{coordinates=[[[37.904678835, 55.723960253], [37.904795895, 55.72399703], [37.90476266, 55.724030724], [37.904806755, 55.72404458], [37.9048265, 55.724024568], [37.904940433, 55.724060379], [37.905003365, 55.723996608], [37.904940574, 55.723976867], [37.904957206, 55.723960018], [37.904910894, 55.723945456], [37.904929591, 55.723926516], [37.904888155, 55.723913484], [37.904993728, 55.723806576], [37.905037384, 55.72382031], [37.905156415, 55.723699796], [37.905118083, 55.723687735], [37.905180986, 55.723624063], [37.905213653, 55.723634344], [37.905335433, 55.723511102], [37.905299246, 55.723499711], [37.905360045, 55.723438195], [37.905396961, 55.723449819], [37.905540161, 55.723304962], [37.905508334, 55.723294939], [37.905563425, 55.72323922], [37.90560895, 55.72325356], [37.905651037, 55.723211003], [37.905706715, 55.723228546], [37.905727735, 55.723207296], [37.905870667, 55.723252338], [37.905845234, 55.723278043], [37.906036046, 55.723338185], [37.906054526, 55.72331951], [37.906171564, 55.723356408], [37.906152788, 55.723375378], [37.906385097, 55.723448631], [37.906400556, 55.723433016], [37.906450196, 55.723448673], [37.906525182, 55.723372949], [37.906477383, 55.723357871], [37.906497007, 55.723338057], [37.906272819, 55.723267317], [37.906250673, 55.723289671], [37.9061202, 55.723248494], [37.906146504, 55.723221947], [37.90595952, 55.723162921], [37.905939434, 55.723183186], [37.905775563, 55.723131445], [37.905795251, 55.723111584], [37.905685363, 55.72307688], [37.90565164, 55.723110889], [37.905556195, 55.723080739], [37.905385511, 55.723252838], [37.905355105, 55.723243231], [37.905213021, 55.723386461], [37.905250575, 55.72339833], [37.905184485, 55.723464939], [37.905143468, 55.723451974], [37.905025782, 55.723570559], [37.905062859, 55.723582281], [37.90499735, 55.723648272], [37.9049666, 55.723638548], [37.904853095, 55.723752865], [37.904881591, 55.723761879], [37.904787381, 55.723856743], [37.904744793, 55.723843271], [37.904688021, 55.723900424], [37.904726256, 55.723912523], [37.904678835, 55.723960253]]], type=Polygon}","{coordinates=[37.905180671, 55.72354083], type=Point}",1.0,13.0,143494914.0
"город Москва, Вешняковская улица, дом 5, корпус 4","Вешняковская ул., д.3, стр.2",ТЭЦ №22,ПАО «МОЭК»,3780.0,04-04-0212/024,ЦТП,ОДС №22-Вешняки,"{coordinates=[[[37.821479286, 55.739972916], [37.821510731, 55.739985381], [37.821473698, 55.740005902], [37.821529566, 55.7400379], [37.821575153, 55.740010877], [37.821641574, 55.740037228], [37.821723924, 55.739970565], [37.821762988, 55.739986717], [37.821822748, 55.739940651], [37.821781687, 55.739923646], [37.82190722, 55.739821799], [37.821948281, 55.739838799], [37.822007579, 55.739793301], [37.821964459, 55.73977545], [37.822097002, 55.739667878], [37.822134535, 55.739683177], [37.822187275, 55.739641972], [37.822148742, 55.739626105], [37.822273782, 55.739524829], [37.822313839, 55.739540977], [37.82236908, 55.739497483], [37.82232799, 55.739480768], [37.822466095, 55.739369191], [37.822505653, 55.73938477], [37.822558872, 55.739341568], [37.822519315, 55.739325989], [37.822638824, 55.739229288], [37.822680409, 55.739245716], [37.822739159, 55.739198223], [37.822697574, 55.739181794], [37.822851707, 55.739057053], [37.822887208, 55.739070936], [37.822940951, 55.739027162], [37.822905948, 55.739013281], [37.823029964, 55.738912857], [37.823063939, 55.73892674], [37.82311569, 55.738886397], [37.823080682, 55.738871946], [37.823214241, 55.738763801], [37.823247718, 55.7387774], [37.823303976, 55.738733334], [37.823269469, 55.738719167], [37.823393483, 55.738618747], [37.823429512, 55.738632625], [37.823482723, 55.738588568], [37.823447226, 55.738574973], [37.823582298, 55.738465968], [37.823617796, 55.738479562], [37.823655183, 55.738448408], [37.823623081, 55.738433463], [37.823751096, 55.738331431], [37.823794217, 55.738347933], [37.823847189, 55.738304232], [37.823803271, 55.738287731], [37.82386098, 55.738239527], [37.823837022, 55.738230159], [37.823875921, 55.738209149], [37.823816813, 55.738167826], [37.823786329, 55.73818174], [37.82375158, 55.738197601], [37.823707659, 55.738180651], [37.823383634, 55.738447366], [37.821479286, 55.739972916]]], type=Polygon}","{coordinates=[37.82265105, 55.739126365], type=Point}",1.0,5.0,143494928.0
"город Москва, улица Старый Гай, дом 14","ул. Старый Гай, д.12, стр.2",ТЭЦ №22,ПАО «МОЭК»,24763.0,04-04-0212/017,ЦТП,ОДС №22-Вешняки,"{coordinates=[[[37.827958555, 55.738639152], [37.827955105, 55.737890501], [37.827754513, 55.737890587], [37.827755942, 55.73796603], [37.827707387, 55.73796616], [37.827707823, 55.738018253], [37.827756378, 55.738018124], [37.827758318, 55.738154642], [37.827708967, 55.738154773], [37.82771023, 55.738210457], [37.827759581, 55.738210325], [37.827761476, 55.738341454], [37.827704165, 55.738341607], [37.827704617, 55.738395497], [37.827761928, 55.738395344], [37.827753049, 55.738542457], [37.827705536, 55.738542299], [37.827704949, 55.738594775], [37.827753987, 55.73859493], [37.827754364, 55.738639982], [37.827958555, 55.738639152]]], type=Polygon}","{coordinates=[37.827858705, 55.738275956], type=Point}",1.0,5.0,143494928.0
"город Москва, Кетчерская улица, дом 2, корпус 5","Кетчерская ул., д.2, корп.4, стр.1",ТЭЦ №22,ПАО «МОЭК»,51707.0,04-04-0212/023,ЦТП,ОДС №22-Вешняки,"{coordinates=[[[37.822317857, 55.740397906], [37.822317641, 55.740371672], [37.822199353, 55.740371982], [37.82219956, 55.740397076], [37.822006973, 55.740395581], [37.82200354, 55.740533904], [37.822181515, 55.74053543], [37.822181696, 55.740557392], [37.822317147, 55.740557036], [37.822316978, 55.740536503], [37.82253942, 55.7405382], [37.82254282, 55.740399886], [37.822317857, 55.740397906]]], type=Polygon}","{coordinates=[37.822273188, 55.740466895], type=Point}",1.0,5.0,143494928.0
"город Москва, улица Старый Гай, дом 4, корпус 2","ул. Старый Гай, д.2, стр.5",ТЭЦ №22,ПАО «МОЭК»,24759.0,04-04-0212/016,ЦТП,ОДС №22-Вешняки,"{coordinates=[[[37.829547837, 55.740928825], [37.828242729, 55.74093602], [37.828244696, 55.741051795], [37.828385215, 55.741051139], [37.828385382, 55.741071102], [37.828477394, 55.741070857], [37.828477224, 55.741050604], [37.828715813, 55.741049115], [37.828715954, 55.741065937], [37.828803894, 55.741065702], [37.828803748, 55.74104859], [37.828999864, 55.741047495], [37.829000027, 55.741066887], [37.829091541, 55.741066643], [37.829091375, 55.741046969], [37.82932238, 55.741045779], [37.829322558, 55.741066874], [37.829405957, 55.741066651], [37.829405775, 55.741045266], [37.829549839, 55.7410446], [37.829547837, 55.740928825]]], type=Polygon}","{coordinates=[37.828896276, 55.74099031], type=Point}",1.0,5.0,143494928.0
"город Москва, улица Старый Гай, дом 4, корпус 1","ул. Старый Гай, д.4, корп.1, стр.3",ТЭЦ №22,ПАО «МОЭК»,24758.0,04-04-0212/050,ЦТП,ОДС №22-Вешняки,"{coordinates=[[[37.829866675, 55.741689087], [37.830129514, 55.74168639], [37.830121323, 55.741434317], [37.829858486, 55.741437023], [37.829866675, 55.741689087]]], type=Polygon}","{coordinates=[37.829993999, 55.741561706], type=Point}",1.0,5.0,143494928.0
"город Москва, улица Старый Гай, дом 6","ул. Старый Гай, д.6, стр.2",ТЭЦ №22,ПАО «МОЭК»,24760.0,04-04-0212/013,ЦТП,ОДС №22-Вешняки,"{coordinates=[[[37.827935841, 55.740750915], [37.824071901, 55.740761168], [37.824072322, 55.740811926], [37.824015284, 55.740820421], [37.824034924, 55.740872549], [37.824072779, 55.740867245], [37.824072828, 55.740872946], [37.824210331, 55.740872584], [37.824210521, 55.740895397], [37.824298458, 55.740895165], [37.824298269, 55.740872352], [37.824555057, 55.740871673], [37.824555235, 55.740893347], [37.824652285, 55.74089309], [37.824652104, 55.740871417], [37.824869462, 55.740870842], [37.824869666, 55.740895366], [37.824970789, 55.740895099], [37.824970585, 55.740870575], [37.825208153, 55.740869946], [37.825208345, 55.74089276], [37.825302377, 55.74089251], [37.825302187, 55.740869698], [37.825504369, 55.740869162], [37.825504545, 55.740890265], [37.825597551, 55.740890018], [37.825597376, 55.740868915], [37.825823844, 55.740868316], [37.825824048, 55.740892839], [37.825845287, 55.740892783], [37.825932229, 55.740892552], [37.825932025, 55.740868029], [37.826149383, 55.740867451], [37.826149573, 55.740890264], [37.826239531, 55.740890025], [37.826239342, 55.740867212], [37.826473895, 55.740866589], [37.826474066, 55.740887122], [37.826573137, 55.740886859], [37.826572964, 55.740866326], [37.826803476, 55.740865713], [37.826803652, 55.740886816], [37.826895662, 55.740886571], [37.826895487, 55.740865468], [37.827131035, 55.740864841], [37.827131226, 55.740887654], [37.827208062, 55.74088745], [37.827207872, 55.740864637], [37.827449483, 55.740863993], [37.827449698, 55.740887629], [37.827542685, 55.740887128], [37.827542489, 55.740863745], [37.827761868, 55.74086316], [37.827762035, 55.740883122], [37.827853019, 55.74088288], [37.827852852, 55.740862917], [37.827936779, 55.740862693], [37.827935841, 55.740750915]]], type=Polygon}","{coordinates=[37.825979925, 55.740841557], type=Point}",1.0,5.0,143494928.0
"город Москва, 6-я Парковая улица, дом 17","5-я Парковая ул., д.18, стр.2",ТЭЦ №23,ПАО «МОЭК»,18994.0,04-05-0604/138,ЦТП,ОДС №22-Измайлово,"{coordinates=[[[37.790194984, 55.791492433], [37.790091186, 55.791489546], [37.790085121, 55.791557713], [37.790111437, 55.79155851], [37.790106784, 55.791610991], [37.790079938, 55.791610193], [37.790076814, 55.791667521], [37.790186189, 55.791670683], [37.790180562, 55.791730587], [37.79018866, 55.791730849], [37.790182837, 55.791764228], [37.790233443, 55.791765249], [37.790237245, 55.791732164], [37.790291932, 55.791733745], [37.790294262, 55.791708075], [37.79027757, 55.791707544], [37.790280853, 55.7916716], [37.790389698, 55.791674773], [37.790395314, 55.79161373], [37.790413686, 55.791634791], [37.790432891, 55.791629614], [37.790421628, 55.791613958], [37.790434799, 55.791614207], [37.790440498, 55.791564004], [37.790423273, 55.791563186], [37.79043841, 55.791555458], [37.790421125, 55.791546368], [37.79039543, 55.791562112], [37.790401028, 55.791498507], [37.790194984, 55.791492433]]], type=Polygon}","{coordinates=[37.79023693, 55.79162191], type=Point}",1.0,7.0,143494930.0
